대피장소명,세부위치명,수용인원,도로명주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
노은초등학교,다목적 교실,127,충청북도 충주시 노은면 연하중앙길 27(연하리),37.048174,127.755563,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
대소원면사무소,본관,572,충청북도 충주시 대소원면 대소원1길 29(대소리),36.977793,127.817966,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
한국교통대학교 국원문화관,국원문화관,503,충청북도 충주시 대소원면 대학로 50(검단리),36.968904,127.87266,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
삼원초등학교,다목적 교실,381,충청북도 충주시 삼원로 128(봉방동),36.976979,127.924839,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
동락초등학교,본관,730,충청북도 충주시 신니면 신덕로 301(문락리),37.003342,127.68615,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
한국자활연수원,강의실 객실,4296,충청북도 충주시 안심1길 143(안림동),36.983397,127.960744,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
달천초등학교 매현분교,본관,127,충청북도 충주시 대소원면 매현새터2길 10(매현리),36.90832,127.870243,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
앙성초등학교,다목적 교실,635,충청북도 충주시 앙성면 내용2길 38(용대리),37.10586,127.75717,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
용산초등학교,본관,2545,충청북도 충주시 남산로 109(용산동),36.96265,127.944233,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
덕신초등학교,본관,254,충청북도 충주시 주덕읍 매남구술길 12(제내리),36.993853,127.783953,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
중앙탑면사무소,본관,63,충청북도 충주시 중앙탑면 중앙탑길 247(탑평리),37.028985,127.857015,2021,화학사고,043-850-3673,충청북도 충주시 환경수자원본부 기후에너지과,2021-09-23
금성초등학교,다목적교실(해찬나래),387,충청북도 제천시 금성면 국사봉로 1615(구룡리),37.0672869,128.1653749,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
남당초등학교,다목적교실(남당어울관),400,충청북도 제천시 청풍호로2길 4-5(영천동),37.1311125,128.2018442,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
덕산초중학교,다목적교실(덕향관),230,충청북도 제천시 덕산면 약초로 133(도전리),36.9077936,128.1694964,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
백운중학교,본관,63,충청북도 제천시 백운면 평동로 67(평동리),37.1428177,128.0169979,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
봉양중학교,본관,92,충청북도 제천시 봉양읍 앞산로 39(장평리),37.1288041,128.1243849,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
수산초중학교,다목적교실(미래관),187,충청북도 제천시 수산면 지곡로 12(수산리),36.9359096,128.1878009,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
의림여자중학교,다목적교실(예림관),735,충청북도 제천시 하소로 69(하소동),37.1427533,128.1976539,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
의림초등학교,다목적교실(의림누리관),522,충청북도 제천시 독순로 33(의림동),37.1416017,128.2071175,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
제일고등학교,다목적교실(제일누리관),574,충청북도 제천시 의병대로 177(동현동),37.1347734,128.2207853,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
제천여자중학교,급식소,335,충청북도 제천시 용두천로 312(청전동),37.1533664,128.2194546,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
제천체육관,제천체육관,1844,충청북도 제천시 숭의로 85(화산동),37.13083747,128.2159792,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
청풍초중학교,다목적교실(청풍마루),898,충청북도 제천시 청풍면 청풍호로 2194(물태리),36.9963395,128.1650077,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
송학면행정복지센터,대회의실,239,충청북도 제천시 시곡포전로1길 14-2(시곡리),37.1848403,128.2607899,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
송학게이트볼장,송학게이트볼장,496,충청북도 제천시 송학면 입석중앙로4길 29-1(입석리),37.2019251,128.2991506,2021,화학사고,043-641-6393,충청북도 제천시 안전건설국 자연환경과,2021-09-17
이곡 게이트볼장,체육시설,147,충청남도 태안군 원북면 옥파로 397-4(이곡리),36.848656,126.237237,2021,화학사고,041-670-2790,충청남도 태안군 산업건설국 환경산림과,2021-11-03
원북사택 생활체육관,체육시설,271,충청남도 태안군 원북면 원이로 820-32(반계리),36.820395,126.262245,2021,화학사고,041-670-2790,충청남도 태안군 산업건설국 환경산림과,2021-11-03
대기초등학교,체육관,255,충청남도 태안군 원북면 대기길 12-21(대기리),36.80031056,126.2568665,2021,화학사고,041-670-2790,충청남도 태안군 산업건설국 환경산림과,2019-10-10
회현체육센터,회현체육센터 2층,256,서울특별시 중구 퇴계로12길 78(회현동1가),37.556058,126.981748,2021,화학사고,02-3396-5615,서울특별시 중구 생활복지친화국 환경과,2021-11-04
약수노인복지관,약수노인복지관(3층 5층),242,서울특별시 중구 다산로6길 11(신당동),37.552421,127.009252,2021,화학사고,02-3396-5615,서울특별시 중구 생활복지친화국 환경과,2021-11-04
우천중학교,체육관,343,강원특별자치도 횡성군 우천면 수남로59번길 37(문암리),37.4684245,128.0494225,2021,화학사고,033-340-2431,강원특별자치도 횡성군 환경과,2022-10-18
지정면사무소,회의실,298,경상남도 의령군 지정면 함의로5길 8(봉곡리),35.382643,128.386265,2021,화학사고,055-570-2202,경상남도 의령군 행정복지국 사회복지과,2022-09-15
무주국민체육센터,체육관,2000,전북특별자치도 무주군 무주읍 최북로 38(당산리),36.0012845,127.6657632,2021,화학사고,063-320-5601,전북특별자치도 무주군 시설사업소,2021-09-16
무주예체문화관,강당,500,전북특별자치도 무주군 무주읍 한풍루로 326-17(당산리),36.002357,127.6625197,2021,화학사고,063-320-5601,전북특별자치도 무주군 시설사업소,2021-09-16
세천초등학교,본관 3층 강당,191,대구광역시 달성군 다사읍 세천로 182-9 대구세천초등학교(세천리),35.874545,128.481431,2021,화학사고,053-668-2603,대구광역시 달성군 경제환경국 환경과,2022-09-19
삼계초등학교,강당,455,전북특별자치도 임실군 삼계면 삼계1길 20-3(삼계리),35.507108,127.277154,2021,화학사고,063-640-4503,전북특별자치도 임실군 복지환경국 환경보호과,2022-04-15
갈매고등학교,체육관,1004,경기도 구리시 갈매순환로 75(갈매동),37.6273,127.1177,2021,화학사고,031-550-2862,경기도 구리시 환경관리사업소 환경과,2021-09-23
대구보건고등학교,체육관  강당,1698,대구광역시 달서구 두류남길 10(두류동),35.858501,128.572856,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
월배중학교,체육관,775,대구광역시 달서구 월배로28길 80(진천동),35.813511,128.532177,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
대구상원고등학교,체육관,4602,대구광역시 달서구 월배로 241(상인동),35.822066,128.538181,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
영남고등학교,체육관,1414,대구광역시 달서구 월곡로 300(상인동),35.821094,128.53737,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
대구월서초등학교,강당,1122,대구광역시 달서구 월배로39길 46(상인동),35.821526,128.531786,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
달서구 어린이도서관,초등자료실  시청각실,1431,대구광역시 달서구 송현로 45(상인동),35.822506,128.547029,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
대구대서초등학교,강당,900,대구광역시 달서구 송현로 9(상인동),35.819872,128.549951,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
대구월곡초등학교,강당,715,대구광역시 달서구 상인로 40(상인동),35.812171,128.549279,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
대구상인초등학교,상인관(작은체육관),825,대구광역시 달서구 월곡로 211(상인동),35.813274,128.542519,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
대구월촌초등학교,강당  급식소,2643,대구광역시 달서구 상인서로 60(상인동),35.81638,128.543352,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
상인중학교,강당,1252,대구광역시 달서구 상인로 34(상인동),35.811208,128.550088,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
대구노전초등학교,강당,1465,대구광역시 달서구 한실로 43(도원동),35.808203,128.531231,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
대구도원초등학교,강당,1269,대구광역시 달서구 도원남로 100-30(도원동),35.804866,128.542299,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
대구송현초등학교,강당,1315,대구광역시 달서구 송현로 128(송현동),35.828818,128.544962,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
대구대남초등학교,체육관,1459,대구광역시 달서구 월배로68길 91(송현동),35.824357,128.55189,2021,화학사고,053-667-2605,대구광역시 달서구 경제환경국 기후환경과,2022-04-19
횡성실내체육관,체육관,631,강원특별자치도 횡성군 횡성읍 문화체육로 47(북천리),37.4963432,127.9892018,2021,화학사고,033-340-2431,강원특별자치도 횡성군청 환경과,2022-10-18
선사고등학교 체육관,체육관,586,서울특별시 강동구 고덕로25길 17(암사동),37.556279,127.135948,2021,화학사고,02-3425-5935,서울특별시 강동구 맑은환경과,2022-06-10
서울명일초등학교 체육관,체육관,1419,서울특별시 강동구 고덕로38길 8(암사동),37.55411,127.141666,2021,화학사고,02-3425-5935,서울특별시 강동구 맑은환경과,2022-06-10
서울묘곡초등학교 체육관,체육관,452,서울특별시 강동구 동남로79길 46(고덕동),37.557752,127.153339,2021,화학사고,02-3425-5935,서울특별시 강동구 맑은환경과,2022-06-10
고성청소년수련관,체육관,158,강원특별자치도 고성군 간성읍 수성로 115-43(상리),38.3756341,128.4601535,2021,화학사고,033-680-4231,강원특별자치도 고성군 행정복지국 복지과,2023-08-20
담양동초등학교,강당,1287,전라남도 담양군 담양읍 추성로 1323(객사리),35.32065,126.9835,2021,화학사고,061-380-3068,전라남도 담양군청 환경과,2023-08-21
금성초등학교,강당,626,전라남도 담양군 금성면 석현길 18(석현리),35.34433,127.0255,2021,화학사고,061-380-3068,전라남도 담양군청 환경과,2023-08-21
광양북초등학교,강당,8561,전라남도 광양시 광양읍 유당로 60-1(목성리),34.976524,127.593841,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2023-01-01
광양용강초등학교,강당,12917,전라남도 광양시 광양읍 용강1길 40(용강리),34.976191,127.610673,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2023-01-01
광양가야초등학교,강당,9973,전라남도 광양시 가야로 369(광영동),34.966722,127.712858,2021,화학사고,061-797-3332,전라남도 광양시청 환경과,2023-01-01
